0.000000000000000000e+00,1.417690100200110237e+01
2.000400080016003206e-03,1.417691370929432004e+01
4.000800160032006413e-03,1.417692641632874562e+01
6.001200240048009185e-03,1.417693912308708981e+01
8.001600320064012825e-03,1.417695182958331301e+01
1.000200040008001647e-02,1.417696453581575433e+01
1.200240048009601837e-02,1.417697724177628160e+01
1.400280056011202201e-02,1.417698994746878682e+01
1.600320064012802565e-02,1.417700265289531814e+01
1.800360072014402929e-02,1.417701535804673085e+01
2.000400080016003293e-02,1.417702806292782114e+01
2.200440088017603657e-02,1.417704076754707820e+01
2.400480096019203674e-02,1.417705347188023701e+01
2.600520104020804038e-02,1.417706617595225715e+01
2.800560112022404402e-02,1.417707887975051761e+01
3.000600120024004766e-02,1.417709158327248176e+01
3.200640128025605130e-02,1.417710428652186394e+01
3.400680136027205147e-02,1.417711698949581134e+01
3.600720144028805858e-02,1.417712969219326524e+01
3.800760152030405875e-02,1.417714239462029546e+01
4.000800160032006586e-02,1.417715509676775731e+01
4.200840168033606603e-02,1.417716779864369236e+01
4.400880176035207314e-02,1.417718050024053689e+01
4.600920184036807331e-02,1.417719320155415730e+01
4.800960192038407348e-02,1.417720590259577662e+01
5.001000200040008059e-02,1.417721860336184214e+01
5.201040208041608076e-02,1.417723130384340813e+01
5.401080216043208787e-02,1.417724400404738105e+01
5.601120224044808804e-02,1.417725670397274129e+01
5.801160232046409515e-02,1.417726940361335863e+01
6.001200240048009532e-02,1.417728210298196423e+01
6.201240248049610243e-02,1.417729480206465453e+01
6.401280256051210260e-02,1.417730750086704106e+01
6.601320264052810971e-02,1.417732019938625676e+01
6.801360272054410294e-02,1.417733289762434623e+01
7.001400280056011005e-02,1.417734559557414009e+01
7.201440288057611716e-02,1.417735829324893437e+01
7.401480296059212427e-02,1.417737099063826811e+01
7.601520304060811750e-02,1.417738368774334567e+01
7.801560312062412461e-02,1.417739638455838147e+01
8.001600320064013172e-02,1.417740908109616882e+01
8.201640328065612495e-02,1.417742177734409026e+01
8.401680336067213206e-02,1.417743447330900608e+01
8.601720344068813917e-02,1.417744716898155133e+01
8.801760352070414628e-02,1.417745986436948868e+01
9.001800360072013951e-02,1.417747255947723062e+01
9.201840368073614662e-02,1.417748525429453643e+01
9.401880376075215373e-02,1.417749794882462488e+01
9.601920384076814696e-02,1.417751064306090747e+01
9.801960392078415407e-02,1.417752333701690937e+01
1.000200040008001612e-01,1.417753603068423018e+01
1.020204040808161683e-01,1.417754872405645017e+01
1.040208041608321615e-01,1.417756141714054507e+01
1.060212042408481686e-01,1.417757410993763756e+01
1.080216043208641757e-01,1.417758680244313929e+01
1.100220044008801829e-01,1.417759949465614966e+01
1.120224044808961761e-01,1.417761218658438160e+01
1.140228045609121832e-01,1.417762487821860340e+01
1.160232046409281903e-01,1.417763756955860899e+01
1.180236047209441835e-01,1.417765026060575551e+01
1.200240048009601906e-01,1.417766295136941501e+01
1.220244048809761978e-01,1.417767564183102280e+01
1.240248049609922049e-01,1.417768833200780954e+01
1.260252050410081981e-01,1.417770102188957360e+01
1.280256051210242052e-01,1.417771371147798831e+01
1.300260052010402123e-01,1.417772640076863944e+01
1.320264052810562194e-01,1.417773908976673169e+01
1.340268053610722265e-01,1.417775177847816614e+01
1.360272054410882059e-01,1.417776446688714209e+01
1.380276055211042130e-01,1.417777715499839353e+01
1.400280056011202201e-01,1.417778984282264787e+01
1.420284056811362272e-01,1.417780253034868565e+01
1.440288057611522343e-01,1.417781521757692431e+01
1.460292058411682414e-01,1.417782790451066255e+01
1.480296059211842485e-01,1.417784059114600304e+01
1.500300060012002279e-01,1.417785327748650026e+01
1.520304060812162350e-01,1.417786596353705875e+01
1.540308061612322421e-01,1.417787864928262032e+01
1.560312062412482492e-01,1.417789133473668706e+01
1.580316063212642563e-01,1.417790401989164373e+01
1.600320064012802634e-01,1.417791670474546351e+01
1.620324064812962706e-01,1.417792938930760727e+01
1.640328065613122499e-01,1.417794207356400094e+01
1.660332066413282570e-01,1.417795475752455836e+01
1.680336067213442641e-01,1.417796744119062602e+01
1.700340068013602712e-01,1.417798012455330792e+01
1.720344068813762783e-01,1.417799280762174163e+01
1.740348069613922855e-01,1.417800549039083080e+01
1.760352070414082926e-01,1.417801817285107724e+01
1.780356071214242719e-01,1.417803085502446336e+01
1.800360072014402790e-01,1.417804353688961427e+01
1.820364072814562861e-01,1.417805621845671560e+01
1.840368073614722932e-01,1.417806889972288964e+01
1.860372074414883004e-01,1.417808158069638225e+01
1.880376075215043075e-01,1.417809426135731066e+01
1.900380076015203146e-01,1.417810694172393404e+01
