0.000000000000000000e+00,1.535544334401446598e+01
2.000400080016003206e-03,1.535525901255731540e+01
4.000800160032006413e-03,1.535511161103262978e+01
6.001200240048009185e-03,1.535499597676686534e+01
8.001600320064012825e-03,1.563359896134709537e+01
1.000200040008001647e-02,1.535709323615571975e+01
1.200240048009601837e-02,1.535664336166540878e+01
1.400280056011202201e-02,1.535626486272588309e+01
1.600320064012802565e-02,1.535594936173436587e+01
1.800360072014402929e-02,1.535568908154909096e+01
2.000400080016003293e-02,1.535547689061413834e+01
2.200440088017603657e-02,1.535530631626060583e+01
2.400480096019203674e-02,1.535517153541993096e+01
2.600520104020804038e-02,1.535506734978864785e+01
2.800560112022404402e-02,1.535498915083177174e+01
3.000600120024004766e-02,1.535493287862566980e+01
3.200640128025605130e-02,1.563435238881452705e+01
3.400680136027205147e-02,1.535700295975186691e+01
3.600720144028805858e-02,1.535660338860413709e+01
3.800760152030405875e-02,1.535626768360962124e+01
4.000800160032006586e-02,1.535598841190624242e+01
4.200840168033606603e-02,1.535575864498871113e+01
4.400880176035207314e-02,1.535557200944508338e+01
4.600920184036807331e-02,1.535542270661294317e+01
4.800960192038407348e-02,1.535530550992767829e+01
5.001000200040008059e-02,1.563363429837956353e+01
5.201040208041608076e-02,1.535744285893581740e+01
5.401080216043208787e-02,1.535698692835887869e+01
5.601120224044808804e-02,1.535660313596405224e+01
5.801160232046409515e-02,1.535628300577423389e+01
6.001200240048009532e-02,1.535601867579251234e+01
6.201240248049610243e-02,1.535580294109405308e+01
6.401280256051210260e-02,1.535562926548031193e+01
6.601320264052810971e-02,1.535549177078647887e+01
6.801360272054410294e-02,1.535538521084539809e+01
7.001400280056011005e-02,1.535530493548661291e+01
7.201440288057611716e-02,1.535524684848385135e+01
7.401480296059212427e-02,1.563431117771808587e+01
7.601520304060811750e-02,1.535736889210887846e+01
7.801560312062412461e-02,1.535696144659990736e+01
8.001600320064013172e-02,1.535661876972645068e+01
8.201640328065612495e-02,1.535633332513610050e+01
8.401680336067213206e-02,1.535609809364297718e+01
8.601720344068813917e-02,1.535590662216631408e+01
8.801760352070414628e-02,1.535575304193696056e+01
9.001800360072013951e-02,1.535563206455172747e+01
9.201840368073614662e-02,1.535553896277495056e+01
9.401880376075215373e-02,1.535546954122803776e+01
9.601920384076814696e-02,1.563481353200171320e+01
9.801960392078415407e-02,1.535752802970972297e+01
1.000200040008001612e-01,1.535711824890472776e+01
1.020204040808161683e-01,1.535677374009849139e+01
1.040208041608321615e-01,1.535648690514844183e+01
1.060212042408481686e-01,1.535625066571805419e+01
1.080216043208641757e-01,1.535605851333787797e+01
1.100220044008801829e-01,1.535590452822398078e+01
1.120224044808961761e-01,1.535578337568786544e+01
1.140228045609121832e-01,1.563402796346835721e+01
1.160232046409281903e-01,1.535792709692776903e+01
1.180236047209441835e-01,1.535746710992665776e+01
1.200240048009601906e-01,1.535707991326862931e+01
1.220244048809761978e-01,1.535675693490088634e+01
1.240248049609922049e-01,1.535649023036982008e+01
1.260252050410081981e-01,1.535627252401250509e+01
1.280256051210242052e-01,1.535609721894785018e+01
1.300260052010402123e-01,1.535595838498002941e+01
1.320264052810562194e-01,1.535585073135786693e+01
1.340268053610722265e-01,1.535576956973391027e+01
1.360272054410882059e-01,1.535571077121205086e+01
1.380276055211042130e-01,1.535567072054011639e+01
1.400280056011202201e-01,1.563536558713608038e+01
1.420284056811362272e-01,1.535772388910382880e+01
1.440288057611522343e-01,1.535733781734577619e+01
1.460292058411682414e-01,1.535701345373069415e+01
1.480296059211842485e-01,1.535674365106846118e+01
1.500300060012002279e-01,1.535652173568836609e+01
1.520304060812162350e-01,1.535634156032838860e+01
1.540308061612322421e-01,1.535619752602027077e+01
1.560312062412482492e-01,1.563418387085047101e+01
1.580316063212642563e-01,1.535834181920430375e+01
1.600320064012802634e-01,1.535786249698757366e+01
1.620324064812962706e-01,1.535745870383180645e+01
1.640328065613122499e-01,1.535712154485342396e+01
1.660332066413282570e-01,1.535684278116634438e+01
1.680336067213442641e-01,1.535661487053580032e+01
1.700340068013602712e-01,1.535643097634680032e+01
1.720344068813762783e-01,1.535628495398906601e+01
1.740348069613922855e-01,1.535617132199390689e+01
1.760352070414082926e-01,1.535608522309427748e+01
1.780356071214242719e-01,1.535602237951088433e+01
1.800360072014402790e-01,1.535597904522470003e+01
1.820364072814562861e-01,1.563531676081029254e+01
1.840368073614722932e-01,1.535808266830783175e+01
1.860372074414883004e-01,1.535768824684327605e+01
1.880376075215043075e-01,1.535735667463909770e+01
1.900380076015203146e-01,1.535708065338509876e+01
1.920384076815362939e-01,1.535685337826442343e+01
1.940388077615523010e-01,1.535666858817965696e+01
1.960392078415683081e-01,1.535652058538535059e+01
1.980396079215843153e-01,1.535640423309773084e+01
2.000400080016003224e-01,1.535631493798821268e+01
2.020404080816163295e-01,1.563529009104176204e+01
2.040408081616323366e-01,1.535839736750622109e+01
2.060412082416483437e-01,1.535796864526274774e+01
2.080416083216643230e-01,1.535760807733664635e+01
2.100420084016803302e-01,1.535730768250391165e+01
2.120424084816963373e-01,1.535706004375630762e+01
2.140428085617123444e-01,1.535685835420783363e+01
